id,time,action,qos,qos_target,lender_pool,type
225a4bc8855941e3ab470e6fd4152fda,1609191004.432646,disk,0.65,0.2,1,repack
c9ca7eeb46e745bd97e4ea7f9d81dd04,1609191017.6308646,disk,0.7725,0.2,1,create
d8e2c77941b6433bbbadf68ff5ec7bd2,1609191020.9549267,image,0.65,0.2,1,repack
116ac10f78f141b5a0e6812a15b5b360,1609191034.8991187,disk,0.7725,0.2,1,create
816c935db32e4d149b24fa94d2391b75,1609191040.5148911,image,0.65,0.2,1,create
a15f456242ef408d86a01288691d7f38,1609191042.7760875,float_operation,0.03252439658203126,0.2,1,repack
a385243241de4a2fbf711fab4d453507,1609191044.6820712,float_operation,0.03252439658203126,0.2,2,repack
487011dd2d90413e930ab50baab79c92,1609191045.7654288,float_operation,0.03252439658203126,0.2,3,repack
3316e67d542a4349ab5a8c82be5d3760,1609191046.3832648,float_operation,0.02114085777832032,0.2,4,repack
4114254457314b5bbb4a34dc0178302c,1609191048.3198915,float_operation,0.02114085777832032,0.2,5,repack
073e2e66df3b4cfbb3c54dfb71923f4d,1609191050.8914182,float_operation,0.02114085777832032,0.2,6,repack
eb6f6e5fd669491bb719aa740d2659ce,1609191052.5225053,float_operation,0.02114085777832032,0.2,7,repack
2cde5fe05497437391ea69ae6207de0c,1609191056.3596067,float_operation,0.008932012411340336,0.2,8,repack
4df2297e53114284bfa34fb6815b5572,1609191060.7645838,matmul,0.42250000000000004,0.2,1,repack
fe3bf1eae67e488fa45c592f5a5f48cf,1609191060.9727855,matmul,0.42250000000000004,0.2,2,repack
df980d10c8e3434085fdcdbfec2be185,1609191060.9750085,matmul,0.42250000000000004,0.2,3,repack
e4513d9364c440de992e5d732af4e32c,1609191062.3136172,matmul,0.42250000000000004,0.2,4,repack
db406ea37ea24880827cb9e53369e58f,1609191063.2691743,matmul,0.42250000000000004,0.2,5,repack
32ef9d3ef6cb4ebd9528dcdd25d4bb48,1609191064.0609148,float_operation,0.008932012411340336,0.2,9,repack
024de89c3d194c5fb0a786240cbb6026,1609191064.5998065,matmul,0.42250000000000004,0.2,6,repack
031660516d9c4c8c8114ce3c182a27da,1609191064.722049,image,0.42250000000000004,0.2,2,repack
83081241db5449c58dc363a0fe390070,1609191064.947792,float_operation,0.008932012411340336,0.2,10,repack
195d1f9e85174f5ea94f9f4de941f6c5,1609191065.2194314,float_operation,0.008932012411340336,0.2,11,repack
d182509cf86942a09939a8b1ab095a39,1609191069.002093,markdown2html,0.65,1.0929666666666666,1,repack
696a4959f79349469a7cb45010cb66af,1609191085.0723314,linpack,0.4786758791140421,0.2,1,repack
0260891088294516967f968104851d02,1609191086.5736225,float_operation,0.48075240361714416,0.2,11,create
c7b9516313a14390b83df4b2d9100df7,1609191179.2718573,image,0.450793890625,0.2,1,create
05748531067c4cc1a632d6c4f90f682a,1609191236.0609581,map_reduce,0.7676958535672338,0.2,1,repack
03416da8a4cb41629b5d5b8d4bddd7bf,1609191236.1603217,image,0.5404604187890625,0.2,1,create
f0e6a19f306743e2aac50504c05a0a23,1609191264.6475432,map_reduce,0.5716051377487447,0.2,2,repack
c4380a43a7ec48dea1860449c8c7085a,1609191289.89226,map_reduce,0.9502937457531702,0.2,3,repack
9fe0c2eff5c842fc87df8cca442e46d0,1609191294.7150106,map_reduce,0.6176909347395606,0.2,2,create
b96d408f8f684dc2a23d733380f117a4,1609191294.8964083,map_reduce,0.6176909347395606,0.2,3,create
af10ea39b0cb436daa47dab32568fca8,1609191323.9791386,image,0.3759239425099463,0.2,1,create
ec7b53f92cd647ed849999882fd68518,1609191413.6626792,map_reduce,0.9997499797187522,0.2,1,create
019b10177b84479699f7abfaf99ff6a2,1609191444.0477514,image,0.4424797732626661,0.2,1,create
b98c2567c8dd4f1a927d322c8dd7eb74,1609191505.6136334,map_reduce,0.6064076967305678,0.2,1,repack
362d6a7c6f7041a787cb6b7d278985d6,1609191507.3013365,float_operation,0.5225166670260774,0.2,4,create
e90a60cf4d084e96ada0be65dd9a1a3c,1609191528.0270252,map_reduce,0.2182359165444321,0.2,1,create
c014914cfe67497a957895df4c054517,1609191563.6190076,image,0.6564854050259687,0.2,1,create
4df5a0a9a2d44e358f4069a86ed7db01,1609191576.5184557,float_operation,0.7338259034091166,0.2,4,create
111094dca7574227abf4a5203346f5f7,1609191600.772676,float_operation,0.2098591768370903,0.2,5,repack
de669c3b1f154f45bdb759bc302bcf21,1609191603.1352239,float_operation,0.2098591768370903,0.2,6,repack
21a82feed3ca4f44a7910fee1d3ec989,1609191606.2048817,k-means,0.65,0.2,1,repack
f08e7eb135624f828938f695704044fe,1609191621.5456102,float_operation,0.3470478551548471,0.2,6,create
a20a2c1566d14240a690d488c7e2d248,1609191676.9768457,float_operation,0.8320484173545643,0.2,6,create
b6c19f1bf78c45c994766aa6f70ce595,1609191723.7649817,couchdb_test,0.65,0.27149999999999996,1,repack
90e7775abd5a4f17bee61ec3bd7365dd,1609191736.3122091,float_operation,0.8619878550442174,0.2,5,create
b4ece835a6604c218bced00a86409ec1,1609191744.874962,image,0.4356073384585624,0.2,1,create
10fe72f0d1d44317b406208917b27fa1,1609191746.7324219,map_reduce,0.9224919929553856,0.2,1,repack
ca813e83751a4e3596ee933ff5c00dcb,1609191754.8481998,float_operation,0.5677083872747003,0.2,5,create
20c2575dbb6547edb0afcb1fe018e021,1609191819.1119094,float_operation,0.5391982887966965,0.2,5,create
d6014c44615e46c688d99f566a679304,1609191903.9549994,float_operation,0.6086289742753487,0.2,5,create
3dc68423ae7e43479c80fb48bf07ae61,1609192014.163203,image,0.4107938729444493,0.2,1,create
62ab9b258f6f406eb0d960213dcfc9f6,1609192105.6028674,image,0.4628142673573694,0.2,1,create
86111e5982d6463f910f96af71d5522f,1609192109.9389129,map_reduce,0.6367060589223107,0.2,1,repack
44a4797f24cd4987839edbcd0bf2c0d6,1609192165.3949504,image,0.7730390279584884,0.2,1,create
013f1ed3987a4b3496384e553611580d,1609192202.5808628,float_operation,0.14118126395283975,0.2,6,repack
a21b559168f24b7ea69cd4b27c1b90fa,1609192204.4108071,float_operation,0.14118126395283975,0.2,7,repack
eda9f23232c946fbb18ecd2b2124c7f8,1609192206.8574495,float_operation,0.14118126395283975,0.2,8,repack
5cf80dc777ca4e1687f085bc54f43ca8,1609192375.5035117,map_reduce,0.6216011915703793,0.2,1,create
422895cae429467283cb0e4668ba596a,1609192443.9944067,network,0.9997478627899011,0.2,1,repack
585ddc0192ff4b5998c43d7b77d2d4af,1609192446.9171543,network,0.9997478627899011,0.2,2,repack
