id,time,action,qos,qos_target,num_lender
2b7ab868129144efbd2bc57678c73e65,1608911154.6224446,disk,0.65,0.2,1
c7c23240285a4bd788faeed3cff5b7bd,1608911156.8869526,image,0.65,0.2,1
5521cf5267fe47ac8d4a26c87cea1301,1608911158.6337829,couchdb_test,1,0.2,1
fd770d59845b4b41815089501f0f7691,1608911172.4713287,video,0.04902227890625002,0.2,1
78047296bc6a49838cdca6ee1036189c,1608911174.4729748,video,0.04902227890625002,0.2,2
e6da492d75bc4db894b06c08a93f9b76,1608911176.474806,video,0.04902227890625002,0.2,3
c8dd7514d4de4b8d9bc00139ba8069aa,1608911178.4749558,video,0.04902227890625002,0.2,4
57ab92ee98414f778047847646dd6c7a,1608911180.475318,video,0.04902227890625002,0.2,5
cea458bf2ad1471d88f21edc5cb09d51,1608911182.4757717,video,0.04902227890625002,0.2,6
ec32a93e68fe4a0093ee9e86ede26308,1608911184.4767618,video,0.04902227890625002,0.2,7
1f189b9a679142409ac8c4d193da74da,1608911186.4769897,video,0.04902227890625002,0.2,8
b05b5a30de1c48c0853cffb208e60b15,1608911188.4778738,video,0.04902227890625002,0.2,9
72d5a6c71b5443a99d917e2dd159ebef,1608911190.4783642,video,0.04902227890625002,0.2,10
f60fb3236c24485489f1777368c45959,1608911220.5252552,map_reduce,0.65,0.2,1
43ff1e9bcf0c428c8ab43ca699dea561,1608911222.507915,map_reduce,0.42250000000000004,0.2,2
c26959c2e524478da00ae17086ffcd04,1608911224.5108006,map_reduce,0.27462500000000006,0.2,3
7a7444303d564559a7293e0ff58b8fd1,1608911226.508245,map_reduce,0.27462500000000006,0.2,4
8bf8c1c0d3db4d52a705e69b6b1039b5,1608911228.5079854,map_reduce,0.27462500000000006,0.2,5
ac51f3a26dfe476589cb6d62efd3c360,1608911230.5312166,map_reduce,0.27462500000000006,0.2,6
9fc0da0478e9496fbb5efa2ef58bedb3,1608911232.5210974,map_reduce,0.27462500000000006,0.2,7
72a517a82c1348688db853c68bcb6f48,1608911236.5312843,map_reduce,0.27462500000000006,0.2,8
da79ba07c1524a0ea916a6a5d868f531,1608911238.5171437,map_reduce,0.27462500000000006,0.2,9
ab5534e4da7e4559b474368f9f9e1443,1608911298.5276692,float_operation,0.9501041252832139,0.2,1
41387da5abb94dd688ac29dc5ff44c1d,1608911300.5278466,float_operation,0.9501041252832139,0.2,2
e976fba4a22b4d77b7d8e87d8f0410ab,1608911326.5340564,float_operation,0.953647136364737,0.2,3
570fdff6c5c3404da09399131ce87338,1608911440.5795405,network,0.9998363476909262,0.2,1
1bf9dfab63ee482f89ddba95f3da2a47,1608911492.5868025,float_operation,0.3342159195250583,0.2,4
556094d6ff2e4dc784892f3a6654a651,1608911506.5906997,float_operation,0.6988590468995691,0.2,5
e416e8ecaada4f6a804a69451137fe6c,1608911518.5942504,float_operation,0.9650588975314005,0.2,6
a2c4dd47860147ef81ee2e7a260fcde4,1608911520.5943015,float_operation,0.9650588975314005,0.2,7
6a7ddf1406154deaa878e0e441522df5,1608911605.830296,float_operation,0.695134090207149,0.2,8
4a85faf8a11740e280198fd2d3aa2806,1608911606.6239457,float_operation,0.695134090207149,0.2,9
3526200f62d443f49bcceb0f4aa4878a,1608911608.6240294,float_operation,0.695134090207149,0.2,10
0f357432b06e4122b06f16137b62fb2f,1608911808.691894,float_operation,0.932967149283121,0.2,10
5a20342f91c64e0f88cde51bdb239906,1608911916.7349637,map_reduce,0.17850625000000006,0.2,10
6628896854bf45e39bf156d20b2a3cfe,1608911998.770534,markdown2html,0.65,0.2,1
b3fd32fb813348fd88436b8cc8e04a40,1608912232.8375726,markdown2html,0.42250000000000004,0.2,2
971bcd8e3b8b40a68230932d1f8c5830,1608912590.7644804,k-means,0.14702831169153008,0.2,1
