id,host,action,start_way,container_attr,container_way,queue_time,create_time,rent_time,inter_start,inter_end,end-to-end,container_start,container_end,exeuction
26199219cbf5417f9135ef7d5588650f,172.20.185.123,k-means,cold,exec,create,0.005085945129394531,1.3960902690887451,2.384185791015625e-07,1610161578.7488568,1610161580.1654096,1.4165527820587158,1610161580.1562243,1610161580.1610715,0.004847288131713867
d52aace721244fe3b011804090440e97,172.20.185.119,k-means,cold,exec,create,0.0003266334533691406,2.1290950775146484,2.384185791015625e-07,1610161579.7085047,1610161581.8844528,2.175948143005371,1610161581.857896,1610161581.8689344,0.01103830337524414
c02f7401f42944f4957b612846fbbc2a,172.20.185.119,k-means,cold,exec,create,0.011981725692749023,2.1063127517700195,2.384185791015625e-07,1610161579.7113314,1610161581.888489,2.1771576404571533,1610161581.8508928,1610161581.8653884,0.014495611190795898
71d59fa9fe9d4fc1a1c83b2cee1d9dfe,172.20.185.119,k-means,cold,exec,create,0.005591869354248047,2.12479829788208,0.0,1610161579.712438,1610161581.8897982,2.1773600578308105,1610161581.8593264,1610161581.8708134,0.011487007141113281
ef0f0ad7911b45caaa34e740c962a6ad,172.20.185.119,k-means,warm,exec,queue,1.147554874420166,2.384185791015625e-07,0.0,1610161580.7191603,1610161581.943929,1.2247686386108398,1610161581.8872232,1610161581.8920372,0.0048139095306396484
1c9c8cfe945a42b3a926a80aa378d8d4,172.20.185.119,k-means,warm,exec,queue,1.1511423587799072,4.76837158203125e-07,2.384185791015625e-07,1610161580.7211976,1610161581.920281,1.1990833282470703,1610161581.8918133,1610161581.90643,0.014616727828979492
0a30a6318a6349f98e2a0fef6a13d507,172.20.185.119,k-means,warm,exec,queue,1.1588101387023926,2.384185791015625e-07,0.0,1610161580.7224982,1610161581.9581752,1.2356770038604736,1610161581.9039385,1610161581.9085233,0.004584789276123047
688041d03b0c4f439951351c8f966c9c,172.20.185.119,k-means,warm,exec,queue,1.1672337055206299,2.384185791015625e-07,2.384185791015625e-07,1610161580.7235653,1610161581.9645865,1.2410211563110352,1610161581.9114735,1610161581.9180179,0.006544351577758789
93e63006b11e444aacfab747b6cc29c2,172.20.185.119,k-means,cold,exec,create,-0.0030422210693359375,1.9253904819488525,2.384185791015625e-07,1610161580.724619,1610161582.681046,1.9564270973205566,1610161582.659638,1610161582.673027,0.013389110565185547
9a77827e514e453abadd76a88dfaf3a6,172.20.185.119,k-means,cold,exec,create,0.01837778091430664,1.9245712757110596,0.0,1610161580.7258008,1610161582.7335238,2.007723093032837,1610161582.6823063,1610161582.6892498,0.006943464279174805
