id,time,action,qos,qos_target,lender_pool,type
e8c71d0a931c4d59aef9cd15f7a49c73,1609412429.2936385,disk,0.42250000000000004,0.2,1,repack
ea2dff437bc14714a31d2cc6b25bf644,1609412429.495611,disk,0.42250000000000004,0.2,2,repack
e30a1278cec44210a381156e61cca2bc,1609412429.6006866,map_reduce,0.65,0.2,1,repack
5b929930beef4656ae95b3c59ad1ea9f,1609412429.9462824,markdown2html,0.65,0.2,1,repack
80f104c278384419bc3f9bc387643b7b,1609412513.1041012,disk,0.27462500000000006,0.2,2,create
5d8a8959c5454b1ab88b8f2d8c8bd4b8,1609412519.2033443,disk,0.17850625000000006,0.2,2,create
2c8ac01cf94048eba3f83197d53d4c00,1609412560.4505074,disk,0.17850625000000006,0.2,2,create
bbbf5c82f42b47da91d5dcd8d034cffa,1609412626.9844186,disk,0.11602906250000004,0.2,1,create
8eb8f6ddf9f443c2b858c12e021f8f2d,1609412627.7025595,disk,0.11602906250000004,0.2,2,create
2660e7ad7e0a4389a53c74049740fed7,1609412652.7039025,map_reduce,0.11602906250000004,0.2,1,create
3d697e3753a047399a5bd985dc47d829,1609412663.0638056,map_reduce,0.11602906250000004,0.2,1,create
e5c758a60166484895b575137773674e,1609412705.1313968,image,0.65,1.3759333333333332,1,repack
f8b6da2691754e988f88a46ba9d1c08a,1609412858.5280461,map_reduce,0.03186448128906252,0.2,1,create
8d602f641ccb4279a44370ee4b60f2bc,1609412980.744389,video,0.17640041490814468,0.2,1,repack
e2cc5a24737745358c6d1ed08346660a,1609413000.6452405,map_reduce,0.22906206948895538,0.2,1,create
2208035e688746d8b12780b3ca1389aa,1609413002.2626812,video,0.10254770663475117,0.2,1,create
aeb2209757544c1ab229c463965813c9,1609413011.645642,map_reduce,0.14889034516782101,0.2,2,repack
ead9030ddd3d45a1a3543c616c033bd4,1609413112.1876085,video,0.2180098802115507,0.2,1,create
72dfc095dd7b400385045e2d779d9cf0,1609413117.7652204,map_reduce,0.04088901104171285,0.2,1,create
78009e2d4aec44c69b86a2ff5fcc9bd8,1609413118.1898093,map_reduce,0.04088901104171285,0.2,2,create
401758d41d4b4240af7d1a01f2ad6e13,1609413128.2088437,map_reduce,0.026577857177113355,0.2,3,repack
b8bef69b45564d5e8184decaf301c77c,1609413188.4432476,map_reduce,0.23479894402726473,0.2,1,create
dd9dc33ef9854e40b1de97d4a5004720,1609413278.5793908,map_reduce,0.04191307900226693,0.2,2,repack
fe5fc18217ce430791d36f19bb12a0ff,1609413287.787408,map_reduce,0.04191307900226693,0.2,2,create
2b2233b299144689a1c6125a97dc9e55,1609413317.6280673,map_reduce,0.04191307900226693,0.2,2,create
62492698536f45c6b18f975ec65c9444,1609413328.497562,k-means,0.642225253387023,1.5781333333333334,1,repack
